Date,Open,High,Low,Close,Adj Close,Volume
1/01/2019,0.004662,0.004662,0.004533,0.004585,0.004585,0
8/01/2019,0.004629,0.004629,0.004572,0.004599,0.004599,0
15/01/2019,0.004603,0.004653,0.004596,0.004649,0.004649,0
22/01/2019,0.004654,0.004678,0.004643,0.004678,0.004678,0
29/01/2019,0.004643,0.004664,0.004606,0.004622,0.004622,0
5/02/2019,0.004663,0.004673,0.004656,0.004656,0.004656,0
12/02/2019,0.004674,0.004713,0.004674,0.00469,0.00469,0
19/02/2019,0.004682,0.00473,0.004682,0.004694,0.004694,0
26/02/2019,0.004709,0.004756,0.004692,0.004748,0.004748,0
5/03/2019,0.00475,0.004754,0.004684,0.004727,0.004727,0
12/03/2019,0.004737,0.004751,0.004724,0.004742,0.004742,0
19/03/2019,0.004717,0.004735,0.00466,0.004668,0.004668,0
26/03/2019,0.004681,0.00471,0.004671,0.004701,0.004701,0
2/04/2019,0.00472,0.004743,0.00472,0.004743,0.004743,0
9/04/2019,0.004737,0.004755,0.004707,0.004751,0.004751,0
16/04/2019,0.004751,0.004753,0.004745,0.004745,0.004745,0
23/04/2019,0.004753,0.004753,0.004725,0.004725,0.004725,0
30/04/2019,0.004738,0.004738,0.004688,0.004722,0.004722,0
7/05/2019,0.00469,0.00469,0.004624,0.004631,0.004631,0
14/05/2019,0.004608,0.004639,0.004608,0.004616,0.004616,0
21/05/2019,0.004638,0.004643,0.00461,0.00461,0.00461,0
28/05/2019,0.004613,0.004614,0.00456,0.004576,0.004576,0
4/06/2019,0.004574,0.004588,0.004545,0.004571,0.004571,0
11/06/2019,0.004573,0.004589,0.004562,0.004572,0.004572,0
18/06/2019,0.00458,0.004581,0.004534,0.004557,0.004557,0
25/06/2019,0.004544,0.00459,0.004524,0.004555,0.004555,0
2/07/2019,0.004569,0.0046,0.004561,0.00458,0.00458,0
9/07/2019,0.004607,0.00462,0.004581,0.004598,0.004598,0
16/07/2019,0.004573,0.004594,0.004557,0.004557,0.004557,0
23/07/2019,0.004571,0.004613,0.004571,0.004611,0.004611,0
30/07/2019,0.004626,0.004626,0.00449,0.004534,0.004534,0
6/08/2019,0.004498,0.00451,0.004462,0.004487,0.004487,0
13/08/2019,0.004482,0.004522,0.004465,0.004513,0.004513,0
20/08/2019,0.004512,0.004525,0.004487,0.004511,0.004511,0
27/08/2019,0.004491,0.004518,0.004482,0.004518,0.004518,0
3/09/2019,0.004508,0.00458,0.004504,0.00458,0.00458,0
10/09/2019,0.004563,0.004604,0.004557,0.004584,0.004584,0
17/09/2019,0.004571,0.004604,0.004558,0.00458,0.00458,0
24/09/2019,0.00457,0.004585,0.004551,0.004581,0.004581,0
1/10/2019,0.004576,0.004596,0.004527,0.004533,0.004533,0
8/10/2019,0.004549,0.0046,0.004528,0.0046,0.0046,0
15/10/2019,0.004596,0.004632,0.004593,0.004611,0.004611,0
22/10/2019,0.004604,0.00462,0.004599,0.00461,0.00461,0
29/10/2019,0.004627,0.004638,0.004582,0.004583,0.004583,0
5/11/2019,0.004601,0.004645,0.004601,0.004645,0.004645,0
12/11/2019,0.004636,0.004636,0.004611,0.004624,0.004624,0
19/11/2019,0.004607,0.004622,0.0046,0.004607,0.004607,0
26/11/2019,0.004625,0.004668,0.004625,0.004661,0.004661,0
